Hostname,SistemaOperacional,EspacoLivreAntesGB,EspacoLivreDepoisGB,EspacoRecuperadoGB,Data
SRV-0991,Windows Server 2019,38.79,43.43,4.64,2025-05-25
SRV-0992,Windows Server 2019,37.0,41.54,4.54,2025-05-25
SRV-0993,Windows Server 2019,12.15,13.45,1.3,2025-05-25
SRV-0994,Windows Server 2019,32.98,37.76,4.78,2025-05-25
SRV-0995,Windows Server 2019,31.99,36.0,4.01,2025-05-25
SRV-0996,Windows Server 2019,10.9,12.81,1.91,2025-05-25
SRV-0997,Windows Server 2022,5.08,8.97,3.89,2025-05-25
SRV-0998,Windows Server 2022,18.42,20.15,1.73,2025-05-25
SRV-0999,Windows Server 2022,5.77,7.85,2.08,2025-05-25
SRV-1000,Windows Server 2019,39.12,43.15,4.03,2025-05-25
SRV-0001,Windows Server 2016,48.83,49.46,0.63,2025-06-01
SRV-0002,Windows Server 2022,22.53,25.23,2.7,2025-06-01
SRV-0003,Windows Server 2022,14.42,18.15,3.73,2025-06-01
SRV-0004,Windows Server 2019,49.34,53.39,4.05,2025-06-01
SRV-0005,Windows Server 2019,18.84,20.61,1.77,2025-06-01
SRV-0006,Windows Server 2022,20.04,22.12,2.08,2025-06-01
SRV-0007,Windows Server 2019,46.45,51.38,4.93,2025-06-01
SRV-0008,Windows Server 2022,23.94,26.11,2.17,2025-06-01
SRV-0009,Windows Server 2019,15.43,19.38,3.95,2025-06-01
SRV-0010,Windows Server 2019,24.7,25.95,1.25,2025-06-01
SRV-0011,Windows Server 2019,6.26,7.24,0.98,2025-06-01
SRV-0012,Windows Server 2016,33.24,37.34,4.1,2025-06-01
SRV-0013,Windows Server 2022,46.92,48.18,1.26,2025-06-01
SRV-0014,Windows Server 2016,24.09,26.87,2.78,2025-06-01
SRV-0015,Windows Server 2022,19.22,23.65,4.43,2025-06-01
SRV-0016,Windows Server 2022,17.28,19.87,2.59,2025-06-01
SRV-0017,Windows Server 2016,48.8,52.12,3.32,2025-06-01
SRV-0018,Windows Server 2019,17.15,19.53,2.38,2025-06-01
SRV-0019,Windows Server 2022,42.5,46.48,3.98,2025-06-01
SRV-0020,Windows Server 2022,47.69,50.98,3.29,2025-06-01
SRV-0021,Windows Server 2022,25.44,25.83,0.39,2025-06-01
SRV-0022,Windows Server 2016,10.08,11.52,1.44,2025-06-01
SRV-0023,Windows Server 2019,48.23,53.02,4.79,2025-06-01
SRV-0024,Windows Server 2019,34.23,39.03,4.8,2025-06-01
SRV-0025,Windows Server 2019,17.1,20.62,3.52,2025-06-01
SRV-0026,Windows Server 2022,42.07,43.72,1.65,2025-06-01
SRV-0027,Windows Server 2016,15.8,17.32,1.52,2025-06-01
SRV-0028,Windows Server 2022,22.17,23.12,0.95,2025-06-01
SRV-0029,Windows Server 2022,24.6,27.93,3.33,2025-06-01
SRV-0030,Windows Server 2016,20.57,23.91,3.34,2025-06-01
SRV-0031,Windows Server 2019,27.67,29.41,1.74,2025-06-01
SRV-0032,Windows Server 2019,49.04,50.4,1.36,2025-06-01
SRV-0033,Windows Server 2016,38.49,40.64,2.15,2025-06-01
SRV-0034,Windows Server 2019,43.29,46.94,3.65,2025-06-01
SRV-0035,Windows Server 2022,28.21,29.0,0.79,2025-06-01
SRV-0036,Windows Server 2022,24.56,25.28,0.72,2025-06-01
SRV-0037,Windows Server 2019,33.77,37.85,4.08,2025-06-01
SRV-0038,Windows Server 2019,16.71,19.23,2.52,2025-06-01
SRV-0039,Windows Server 2019,16.21,20.04,3.83,2025-06-01
SRV-0040,Windows Server 2022,46.86,50.02,3.16,2025-06-01
SRV-0041,Windows Server 2022,6.6,11.46,4.86,2025-06-01
SRV-0042,Windows Server 2022,33.46,38.43,4.97,2025-06-01
SRV-0043,Windows Server 2016,46.01,47.06,1.05,2025-06-01
SRV-0044,Windows Server 2016,16.5,18.84,2.34,2025-06-01
SRV-0045,Windows Server 2016,29.46,33.37,3.91,2025-06-01
SRV-0046,Windows Server 2019,36.18,36.79,0.61,2025-06-01
SRV-0047,Windows Server 2019,46.92,49.77,2.85,2025-06-01
SRV-0048,Windows Server 2019,17.11,19.04,1.93,2025-06-01
SRV-0049,Windows Server 2016,28.16,30.33,2.17,2025-06-01
SRV-0050,Windows Server 2022,31.29,31.43,0.14,2025-06-01
SRV-0051,Windows Server 2019,21.89,23.53,1.64,2025-06-01
SRV-0052,Windows Server 2019,36.5,39.38,2.88,2025-06-01
SRV-0053,Windows Server 2022,48.05,48.36,0.31,2025-06-01
SRV-0054,Windows Server 2019,38.31,40.52,2.21,2025-06-01
SRV-0055,Windows Server 2022,24.29,28.94,4.65,2025-06-01
SRV-0056,Windows Server 2022,32.98,35.76,2.78,2025-06-01
SRV-0057,Windows Server 2022,49.48,50.15,0.67,2025-06-01
SRV-0058,Windows Server 2019,33.34,35.44,2.1,2025-06-01
SRV-0059,Windows Server 2022,24.68,25.69,1.01,2025-06-01
SRV-0060,Windows Server 2022,23.6,24.04,0.44,2025-06-01
SRV-0061,Windows Server 2022,17.14,20.1,2.96,2025-06-01
SRV-0062,Windows Server 2022,42.49,42.89,0.4,2025-06-01
SRV-0063,Windows Server 2022,43.15,46.99,3.84,2025-06-01
SRV-0064,Windows Server 2022,17.38,19.81,2.43,2025-06-01
SRV-0065,Windows Server 2019,32.55,34.62,2.07,2025-06-01
SRV-0066,Windows Server 2022,49.8,54.45,4.65,2025-06-01
SRV-0067,Windows Server 2019,7.49,11.65,4.16,2025-06-01
SRV-0068,Windows Server 2019,20.73,22.27,1.54,2025-06-01
SRV-0069,Windows Server 2019,43.19,43.33,0.14,2025-06-01
SRV-0070,Windows Server 2022,23.17,24.44,1.27,2025-06-01
SRV-0071,Windows Server 2019,48.19,48.42,0.23,2025-06-01
SRV-0072,Windows Server 2016,34.33,37.13,2.8,2025-06-01
SRV-0073,Windows Server 2019,37.22,40.43,3.21,2025-06-01
SRV-0074,Windows Server 2022,40.51,42.96,2.45,2025-06-01
SRV-0075,Windows Server 2022,21.29,24.67,3.38,2025-06-01
SRV-0076,Windows Server 2019,44.01,47.43,3.42,2025-06-01
SRV-0077,Windows Server 2019,47.86,48.23,0.37,2025-06-01
SRV-0078,Windows Server 2016,12.6,12.99,0.39,2025-06-01
SRV-0079,Windows Server 2022,10.02,14.15,4.13,2025-06-01
SRV-0080,Windows Server 2022,18.24,19.32,1.08,2025-06-01
SRV-0081,Windows Server 2019,47.27,51.22,3.95,2025-06-01
SRV-0082,Windows Server 2019,28.78,32.76,3.98,2025-06-01
SRV-0083,Windows Server 2016,10.97,12.98,2.01,2025-06-01
SRV-0084,Windows Server 2016,7.67,8.31,0.64,2025-06-01
SRV-0085,Windows Server 2022,19.06,22.97,3.91,2025-06-01
SRV-0086,Windows Server 2022,24.35,26.49,2.14,2025-06-01
SRV-0087,Windows Server 2019,47.39,49.63,2.24,2025-06-01
SRV-0088,Windows Server 2019,27.27,32.2,4.93,2025-06-01
SRV-0089,Windows Server 2019,44.17,46.1,1.93,2025-06-01
SRV-0090,Windows Server 2022,29.55,34.55,5.0,2025-06-01
SRV-0091,Windows Server 2019,31.78,33.43,1.65,2025-06-01
SRV-0092,Windows Server 2019,46.97,50.41,3.44,2025-06-01
SRV-0093,Windows Server 2022,46.35,48.86,2.51,2025-06-01
SRV-0094,Windows Server 2022,23.09,26.73,3.64,2025-06-01
SRV-0095,Windows Server 2019,29.79,31.49,1.7,2025-06-01
SRV-0096,Windows Server 2019,9.19,10.11,0.92,2025-06-01
SRV-0097,Windows Server 2016,40.82,42.56,1.74,2025-06-01
SRV-0098,Windows Server 2019,14.89,16.9,2.01,2025-06-01
SRV-0099,Windows Server 2016,44.76,49.11,4.35,2025-06-01
SRV-0100,Windows Server 2022,17.71,22.62,4.91,2025-06-01
SRV-0101,Windows Server 2019,12.15,12.46,0.31,2025-06-01
SRV-0102,Windows Server 2022,13.79,13.97,0.18,2025-06-01
SRV-0103,Windows Server 2022,7.59,9.14,1.55,2025-06-01
SRV-0104,Windows Server 2019,43.15,43.38,0.23,2025-06-01
SRV-0105,Windows Server 2019,20.92,21.78,0.86,2025-06-01
SRV-0106,Windows Server 2019,40.19,42.35,2.16,2025-06-01
SRV-0107,Windows Server 2019,30.64,34.95,4.31,2025-06-01
SRV-0108,Windows Server 2022,46.52,49.84,3.32,2025-06-01
SRV-0109,Windows Server 2019,36.7,41.09,4.39,2025-06-01
SRV-0110,Windows Server 2019,20.01,20.54,0.53,2025-06-01
SRV-0111,Windows Server 2019,31.41,34.74,3.33,2025-06-01
SRV-0112,Windows Server 2022,41.19,41.39,0.2,2025-06-01
SRV-0113,Windows Server 2019,15.38,16.06,0.68,2025-06-01
SRV-0114,Windows Server 2022,20.03,22.25,2.22,2025-06-01
SRV-0115,Windows Server 2019,49.27,51.83,2.56,2025-06-01
SRV-0116,Windows Server 2019,43.38,47.95,4.57,2025-06-01
SRV-0117,Windows Server 2016,7.3,9.18,1.88,2025-06-01
SRV-0118,Windows Server 2016,26.14,29.61,3.47,2025-06-01
SRV-0119,Windows Server 2022,12.7,14.42,1.72,2025-06-01
SRV-0120,Windows Server 2019,25.48,27.51,2.03,2025-06-01
SRV-0121,Windows Server 2016,45.4,46.4,1.0,2025-06-01
SRV-0122,Windows Server 2016,23.83,28.43,4.6,2025-06-01
SRV-0123,Windows Server 2016,8.88,12.89,4.01,2025-06-01
SRV-0124,Windows Server 2019,37.51,41.12,3.61,2025-06-01
SRV-0125,Windows Server 2016,31.16,35.67,4.51,2025-06-01
SRV-0126,Windows Server 2022,10.18,15.02,4.84,2025-06-01
SRV-0127,Windows Server 2022,38.59,40.43,1.84,2025-06-01
SRV-0128,Windows Server 2019,34.73,36.27,1.54,2025-06-01
SRV-0129,Windows Server 2019,17.15,19.55,2.4,2025-06-01
SRV-0130,Windows Server 2019,13.52,16.53,3.01,2025-06-01
SRV-0131,Windows Server 2016,7.64,9.25,1.61,2025-06-01
SRV-0132,Windows Server 2019,7.89,9.17,1.28,2025-06-01
SRV-0133,Windows Server 2019,44.86,49.1,4.24,2025-06-01
SRV-0134,Windows Server 2019,38.01,41.06,3.05,2025-06-01
SRV-0135,Windows Server 2022,17.9,18.41,0.51,2025-06-01
SRV-0136,Windows Server 2019,5.89,9.75,3.86,2025-06-01
SRV-0137,Windows Server 2022,27.69,32.24,4.55,2025-06-01
SRV-0138,Windows Server 2016,34.37,36.6,2.23,2025-06-01
SRV-0139,Windows Server 2019,41.44,42.69,1.25,2025-06-01
SRV-0140,Windows Server 2022,44.54,48.56,4.02,2025-06-01
SRV-0141,Windows Server 2019,41.57,43.32,1.75,2025-06-01
SRV-0142,Windows Server 2022,17.12,21.11,3.99,2025-06-01
SRV-0143,Windows Server 2016,44.22,47.28,3.06,2025-06-01
SRV-0144,Windows Server 2019,22.85,26.57,3.72,2025-06-01
SRV-0145,Windows Server 2016,49.26,53.88,4.62,2025-06-01
SRV-0146,Windows Server 2022,27.52,29.45,1.93,2025-06-01
SRV-0147,Windows Server 2019,46.36,48.56,2.2,2025-06-01
SRV-0148,Windows Server 2022,36.97,41.15,4.18,2025-06-01
SRV-0149,Windows Server 2019,26.69,31.44,4.75,2025-06-01
SRV-0150,Windows Server 2019,15.3,17.55,2.25,2025-06-01
SRV-0151,Windows Server 2016,33.55,35.49,1.94,2025-06-01
SRV-0152,Windows Server 2022,10.14,11.47,1.33,2025-06-01
SRV-0153,Windows Server 2019,15.49,16.72,1.23,2025-06-01
SRV-0154,Windows Server 2019,28.56,29.23,0.67,2025-06-01
SRV-0155,Windows Server 2019,30.25,32.88,2.63,2025-06-01
SRV-0156,Windows Server 2019,38.66,40.8,2.14,2025-06-01
SRV-0157,Windows Server 2022,9.36,11.8,2.44,2025-06-01
SRV-0158,Windows Server 2019,46.92,47.69,0.77,2025-06-01
SRV-0159,Windows Server 2019,49.77,53.92,4.15,2025-06-01
SRV-0160,Windows Server 2019,15.82,18.4,2.58,2025-06-01
SRV-0161,Windows Server 2022,10.33,12.61,2.28,2025-06-01
SRV-0162,Windows Server 2019,25.21,26.94,1.73,2025-06-01
SRV-0163,Windows Server 2022,28.21,32.44,4.23,2025-06-01
SRV-0164,Windows Server 2019,31.37,32.4,1.03,2025-06-01
SRV-0165,Windows Server 2019,21.23,23.75,2.52,2025-06-01
SRV-0166,Windows Server 2016,25.79,29.35,3.56,2025-06-01
SRV-0167,Windows Server 2016,35.73,36.69,0.96,2025-06-01
SRV-0168,Windows Server 2016,28.81,32.67,3.86,2025-06-01
SRV-0169,Windows Server 2022,17.55,19.1,1.55,2025-06-01
SRV-0170,Windows Server 2019,42.83,47.51,4.68,2025-06-01
SRV-0171,Windows Server 2019,8.19,10.99,2.8,2025-06-01
SRV-0172,Windows Server 2016,13.05,17.99,4.94,2025-06-01
SRV-0173,Windows Server 2019,8.25,9.86,1.61,2025-06-01
SRV-0174,Windows Server 2022,12.02,15.31,3.29,2025-06-01
SRV-0175,Windows Server 2022,41.17,41.63,0.46,2025-06-01
SRV-0176,Windows Server 2022,43.5,45.47,1.97,2025-06-01
SRV-0177,Windows Server 2019,10.33,13.09,2.76,2025-06-01
SRV-0178,Windows Server 2019,48.98,53.4,4.42,2025-06-01
SRV-0179,Windows Server 2022,24.64,28.97,4.33,2025-06-01
SRV-0180,Windows Server 2022,10.43,13.23,2.8,2025-06-01
SRV-0181,Windows Server 2022,42.61,47.3,4.69,2025-06-01
SRV-0182,Windows Server 2019,11.71,16.22,4.51,2025-06-01
SRV-0183,Windows Server 2019,32.68,33.57,0.89,2025-06-01
SRV-0184,Windows Server 2022,43.48,47.32,3.84,2025-06-01
SRV-0185,Windows Server 2019,32.74,37.18,4.44,2025-06-01
SRV-0186,Windows Server 2022,30.48,33.75,3.27,2025-06-01
SRV-0187,Windows Server 2019,22.59,25.07,2.48,2025-06-01
SRV-0188,Windows Server 2019,12.94,16.01,3.07,2025-06-01
SRV-0189,Windows Server 2016,48.67,49.37,0.7,2025-06-01
SRV-0190,Windows Server 2019,5.86,10.04,4.18,2025-06-01
SRV-0191,Windows Server 2019,12.87,14.18,1.31,2025-06-01
SRV-0192,Windows Server 2022,28.47,29.41,0.94,2025-06-01
SRV-0193,Windows Server 2022,17.51,18.47,0.96,2025-06-01
SRV-0194,Windows Server 2019,44.8,45.89,1.09,2025-06-01
SRV-0195,Windows Server 2022,36.27,36.42,0.15,2025-06-01
SRV-0196,Windows Server 2019,18.91,20.88,1.97,2025-06-01
SRV-0197,Windows Server 2019,31.26,31.61,0.35,2025-06-01
SRV-0198,Windows Server 2019,6.39,9.17,2.78,2025-06-01
SRV-0199,Windows Server 2016,11.81,16.14,4.33,2025-06-01
SRV-0200,Windows Server 2022,19.82,20.16,0.34,2025-06-01
SRV-0201,Windows Server 2019,20.9,24.31,3.41,2025-06-01
SRV-0202,Windows Server 2022,18.87,22.78,3.91,2025-06-01
SRV-0203,Windows Server 2022,13.49,17.67,4.18,2025-06-01
SRV-0204,Windows Server 2022,41.56,45.78,4.22,2025-06-01
SRV-0205,Windows Server 2016,15.51,20.01,4.5,2025-06-01
SRV-0206,Windows Server 2019,37.91,39.11,1.2,2025-06-01
SRV-0207,Windows Server 2019,44.89,49.02,4.13,2025-06-01
SRV-0208,Windows Server 2019,32.77,36.47,3.7,2025-06-01
SRV-0209,Windows Server 2019,29.62,34.18,4.56,2025-06-01
SRV-0210,Windows Server 2019,27.59,28.78,1.19,2025-06-01
SRV-0211,Windows Server 2019,14.21,18.78,4.57,2025-06-01
SRV-0212,Windows Server 2019,23.58,25.5,1.92,2025-06-01
SRV-0213,Windows Server 2022,6.25,10.53,4.28,2025-06-01
SRV-0214,Windows Server 2019,5.35,7.05,1.7,2025-06-01
SRV-0215,Windows Server 2019,45.22,49.8,4.58,2025-06-01
SRV-0216,Windows Server 2022,41.49,46.21,4.72,2025-06-01
SRV-0217,Windows Server 2019,7.19,7.85,0.66,2025-06-01
SRV-0218,Windows Server 2016,31.54,32.29,0.75,2025-06-01
SRV-0219,Windows Server 2019,32.25,32.88,0.63,2025-06-01
SRV-0220,Windows Server 2019,9.82,11.21,1.39,2025-06-01
SRV-0221,Windows Server 2022,19.8,23.92,4.12,2025-06-01
SRV-0222,Windows Server 2019,5.32,6.82,1.5,2025-06-01
SRV-0223,Windows Server 2019,37.94,40.3,2.36,2025-06-01
SRV-0224,Windows Server 2022,14.03,18.66,4.63,2025-06-01
SRV-0225,Windows Server 2016,21.21,21.59,0.38,2025-06-01
SRV-0226,Windows Server 2016,27.49,28.22,0.73,2025-06-01
SRV-0227,Windows Server 2016,47.47,48.65,1.18,2025-06-01
SRV-0228,Windows Server 2019,36.73,37.62,0.89,2025-06-01
SRV-0229,Windows Server 2022,37.42,38.27,0.85,2025-06-01
SRV-0230,Windows Server 2019,37.85,41.73,3.88,2025-06-01
SRV-0231,Windows Server 2019,19.7,23.98,4.28,2025-06-01
SRV-0232,Windows Server 2019,6.54,10.68,4.14,2025-06-01
SRV-0233,Windows Server 2019,28.42,31.36,2.94,2025-06-01
SRV-0234,Windows Server 2019,38.11,39.94,1.83,2025-06-01
SRV-0235,Windows Server 2019,41.08,45.0,3.92,2025-06-01
SRV-0236,Windows Server 2019,8.9,11.86,2.96,2025-06-01
SRV-0237,Windows Server 2019,36.15,40.14,3.99,2025-06-01
SRV-0238,Windows Server 2019,7.76,9.42,1.66,2025-06-01
SRV-0239,Windows Server 2019,17.98,18.38,0.4,2025-06-01
SRV-0240,Windows Server 2016,28.6,28.83,0.23,2025-06-01
SRV-0241,Windows Server 2022,33.79,35.06,1.27,2025-06-01
SRV-0242,Windows Server 2019,48.1,48.96,0.86,2025-06-01
SRV-0243,Windows Server 2019,45.85,47.04,1.19,2025-06-01
SRV-0244,Windows Server 2022,34.14,36.93,2.79,2025-06-01
SRV-0245,Windows Server 2019,28.12,30.9,2.78,2025-06-01
SRV-0246,Windows Server 2016,26.24,28.12,1.88,2025-06-01
SRV-0247,Windows Server 2022,33.18,36.64,3.46,2025-06-01
SRV-0248,Windows Server 2022,37.89,42.53,4.64,2025-06-01
SRV-0249,Windows Server 2016,49.78,53.73,3.95,2025-06-01
SRV-0250,Windows Server 2022,24.39,29.34,4.95,2025-06-01
SRV-0251,Windows Server 2019,5.38,6.62,1.24,2025-06-01
SRV-0252,Windows Server 2019,38.14,40.59,2.45,2025-06-01
SRV-0253,Windows Server 2019,6.95,8.78,1.83,2025-06-01
SRV-0254,Windows Server 2022,45.91,46.82,0.91,2025-06-01
SRV-0255,Windows Server 2022,33.89,36.22,2.33,2025-06-01
SRV-0256,Windows Server 2019,34.21,35.78,1.57,2025-06-01
SRV-0257,Windows Server 2016,47.86,49.19,1.33,2025-06-01
SRV-0258,Windows Server 2019,33.74,35.35,1.61,2025-06-01
SRV-0259,Windows Server 2019,30.7,33.16,2.46,2025-06-01
SRV-0260,Windows Server 2019,24.3,29.16,4.86,2025-06-01
SRV-0261,Windows Server 2019,28.3,29.67,1.37,2025-06-01
SRV-0262,Windows Server 2019,23.06,23.71,0.65,2025-06-01
SRV-0263,Windows Server 2016,23.84,25.73,1.89,2025-06-01
SRV-0264,Windows Server 2019,38.7,42.74,4.04,2025-06-01
SRV-0265,Windows Server 2019,9.47,9.91,0.44,2025-06-01
SRV-0266,Windows Server 2019,22.47,23.56,1.09,2025-06-01
SRV-0267,Windows Server 2019,20.58,20.91,0.33,2025-06-01
SRV-0268,Windows Server 2016,25.68,30.35,4.67,2025-06-01
SRV-0269,Windows Server 2022,22.66,23.0,0.34,2025-06-01
SRV-0270,Windows Server 2022,12.01,14.8,2.79,2025-06-01
SRV-0271,Windows Server 2022,17.89,18.71,0.82,2025-06-01
SRV-0272,Windows Server 2022,38.49,38.74,0.25,2025-06-01
SRV-0273,Windows Server 2022,47.57,49.17,1.6,2025-06-01
SRV-0274,Windows Server 2022,40.24,41.45,1.21,2025-06-01
SRV-0275,Windows Server 2019,19.87,23.21,3.34,2025-06-01
SRV-0276,Windows Server 2019,6.57,8.12,1.55,2025-06-01
SRV-0277,Windows Server 2019,22.75,26.91,4.16,2025-06-01
SRV-0278,Windows Server 2019,16.9,17.74,0.84,2025-06-01
SRV-0279,Windows Server 2019,10.64,13.27,2.63,2025-06-01
SRV-0280,Windows Server 2016,48.1,51.87,3.77,2025-06-01
SRV-0281,Windows Server 2019,14.32,18.98,4.66,2025-06-01
SRV-0282,Windows Server 2022,33.5,34.66,1.16,2025-06-01
SRV-0283,Windows Server 2019,24.58,26.92,2.34,2025-06-01
SRV-0284,Windows Server 2016,18.69,20.66,1.97,2025-06-01
SRV-0285,Windows Server 2019,32.93,33.46,0.53,2025-06-01
SRV-0286,Windows Server 2022,30.5,33.43,2.93,2025-06-01
SRV-0287,Windows Server 2022,27.38,32.07,4.69,2025-06-01
SRV-0288,Windows Server 2016,41.76,43.7,1.94,2025-06-01
SRV-0289,Windows Server 2019,7.78,8.6,0.82,2025-06-01
SRV-0290,Windows Server 2022,47.51,50.16,2.65,2025-06-01
SRV-0291,Windows Server 2019,37.26,41.58,4.32,2025-06-01
SRV-0292,Windows Server 2019,13.48,16.01,2.53,2025-06-01
SRV-0293,Windows Server 2019,30.2,34.78,4.58,2025-06-01
SRV-0294,Windows Server 2016,46.23,47.78,1.55,2025-06-01
SRV-0295,Windows Server 2016,49.39,54.2,4.81,2025-06-01
SRV-0296,Windows Server 2019,13.16,17.86,4.7,2025-06-01
SRV-0297,Windows Server 2019,12.68,13.69,1.01,2025-06-01
SRV-0298,Windows Server 2019,7.28,8.16,0.88,2025-06-01
SRV-0299,Windows Server 2019,26.34,28.74,2.4,2025-06-01
SRV-0300,Windows Server 2022,43.99,47.02,3.03,2025-06-01
SRV-0301,Windows Server 2019,35.12,38.83,3.71,2025-06-01
SRV-0302,Windows Server 2016,12.01,15.35,3.34,2025-06-01
SRV-0303,Windows Server 2022,43.48,46.83,3.35,2025-06-01
SRV-0304,Windows Server 2022,45.43,46.33,0.9,2025-06-01
SRV-0305,Windows Server 2019,32.02,36.82,4.8,2025-06-01
SRV-0306,Windows Server 2019,44.88,46.6,1.72,2025-06-01
SRV-0307,Windows Server 2016,45.25,49.06,3.81,2025-06-01
SRV-0308,Windows Server 2019,18.53,19.15,0.62,2025-06-01
SRV-0309,Windows Server 2019,49.34,52.95,3.61,2025-06-01
SRV-0310,Windows Server 2019,40.97,42.35,1.38,2025-06-01
SRV-0311,Windows Server 2019,47.69,50.1,2.41,2025-06-01
SRV-0312,Windows Server 2022,37.94,41.03,3.09,2025-06-01
SRV-0313,Windows Server 2019,7.03,10.43,3.4,2025-06-01
SRV-0314,Windows Server 2019,17.7,18.03,0.33,2025-06-01
SRV-0315,Windows Server 2022,18.53,21.63,3.1,2025-06-01
SRV-0316,Windows Server 2019,36.04,39.58,3.54,2025-06-01
SRV-0317,Windows Server 2022,17.54,20.3,2.76,2025-06-01
SRV-0318,Windows Server 2019,20.11,21.17,1.06,2025-06-01
SRV-0319,Windows Server 2022,11.73,16.48,4.75,2025-06-01
SRV-0320,Windows Server 2019,39.06,39.62,0.56,2025-06-01
SRV-0321,Windows Server 2019,28.28,32.23,3.95,2025-06-01
SRV-0322,Windows Server 2019,27.68,28.84,1.16,2025-06-01
SRV-0323,Windows Server 2019,48.19,51.64,3.45,2025-06-01
SRV-0324,Windows Server 2022,33.67,37.38,3.71,2025-06-01
SRV-0325,Windows Server 2016,44.18,49.12,4.94,2025-06-01
SRV-0326,Windows Server 2022,34.55,34.8,0.25,2025-06-01
SRV-0327,Windows Server 2019,36.15,40.09,3.94,2025-06-01
SRV-0328,Windows Server 2019,37.57,42.1,4.53,2025-06-01
SRV-0329,Windows Server 2022,36.35,41.26,4.91,2025-06-01
SRV-0330,Windows Server 2019,34.66,36.94,2.28,2025-06-01
SRV-0331,Windows Server 2019,38.5,40.65,2.15,2025-06-01
SRV-0332,Windows Server 2019,12.22,15.04,2.82,2025-06-01
SRV-0333,Windows Server 2022,15.49,18.07,2.58,2025-06-01
SRV-0334,Windows Server 2019,48.06,51.06,3.0,2025-06-01
SRV-0335,Windows Server 2019,49.53,54.47,4.94,2025-06-01
SRV-0336,Windows Server 2019,47.5,51.6,4.1,2025-06-01
SRV-0337,Windows Server 2022,19.24,22.08,2.84,2025-06-01
SRV-0338,Windows Server 2019,9.93,11.78,1.85,2025-06-01
SRV-0339,Windows Server 2019,30.48,34.7,4.22,2025-06-01
SRV-0340,Windows Server 2019,6.07,7.64,1.57,2025-06-01
SRV-0341,Windows Server 2022,40.56,40.95,0.39,2025-06-01
SRV-0342,Windows Server 2019,49.81,50.74,0.93,2025-06-01
SRV-0343,Windows Server 2016,25.97,28.54,2.57,2025-06-01
SRV-0344,Windows Server 2016,37.91,41.64,3.73,2025-06-01
SRV-0345,Windows Server 2019,36.24,37.74,1.5,2025-06-01
SRV-0346,Windows Server 2016,9.66,12.72,3.06,2025-06-01
SRV-0347,Windows Server 2019,16.05,16.16,0.11,2025-06-01
SRV-0348,Windows Server 2019,44.97,47.68,2.71,2025-06-01
SRV-0349,Windows Server 2019,33.08,35.39,2.31,2025-06-01
SRV-0350,Windows Server 2022,6.78,9.24,2.46,2025-06-01
SRV-0351,Windows Server 2019,42.19,45.75,3.56,2025-06-01
SRV-0352,Windows Server 2019,12.53,14.93,2.4,2025-06-01
SRV-0353,Windows Server 2019,16.2,20.85,4.65,2025-06-01
SRV-0354,Windows Server 2022,22.61,27.49,4.88,2025-06-01
SRV-0355,Windows Server 2019,28.7,30.49,1.79,2025-06-01
SRV-0356,Windows Server 2022,13.82,17.64,3.82,2025-06-01
SRV-0357,Windows Server 2019,22.2,25.91,3.71,2025-06-01
SRV-0358,Windows Server 2019,40.14,44.33,4.19,2025-06-01
SRV-0359,Windows Server 2019,22.88,23.71,0.83,2025-06-01
SRV-0360,Windows Server 2019,49.2,51.64,2.44,2025-06-01
SRV-0361,Windows Server 2019,49.13,51.54,2.41,2025-06-01
SRV-0362,Windows Server 2016,49.55,52.14,2.59,2025-06-01
SRV-0363,Windows Server 2019,34.92,35.09,0.17,2025-06-01
SRV-0364,Windows Server 2019,40.71,44.1,3.39,2025-06-01
SRV-0365,Windows Server 2022,15.28,17.78,2.5,2025-06-01
SRV-0366,Windows Server 2019,17.0,17.64,0.64,2025-06-01
SRV-0367,Windows Server 2016,29.49,31.08,1.59,2025-06-01
SRV-0368,Windows Server 2019,18.19,22.09,3.9,2025-06-01
SRV-0369,Windows Server 2019,21.17,26.17,5.0,2025-06-01
SRV-0370,Windows Server 2016,26.74,29.82,3.08,2025-06-01
SRV-0371,Windows Server 2022,34.81,36.08,1.27,2025-06-01
SRV-0372,Windows Server 2019,28.54,30.35,1.81,2025-06-01
SRV-0373,Windows Server 2019,6.17,7.48,1.31,2025-06-01
SRV-0374,Windows Server 2019,36.0,40.99,4.99,2025-06-01
SRV-0375,Windows Server 2022,19.2,22.27,3.07,2025-06-01
SRV-0376,Windows Server 2016,46.02,48.64,2.62,2025-06-01
SRV-0377,Windows Server 2022,20.76,25.48,4.72,2025-06-01
SRV-0378,Windows Server 2016,48.19,48.55,0.36,2025-06-01
SRV-0379,Windows Server 2019,24.72,29.38,4.66,2025-06-01
SRV-0380,Windows Server 2022,20.6,24.82,4.22,2025-06-01
SRV-0381,Windows Server 2019,10.06,12.35,2.29,2025-06-01
SRV-0382,Windows Server 2019,37.54,39.69,2.15,2025-06-01
SRV-0383,Windows Server 2022,22.55,27.45,4.9,2025-06-01
SRV-0384,Windows Server 2019,10.03,10.52,0.49,2025-06-01
SRV-0385,Windows Server 2019,16.74,20.91,4.17,2025-06-01
SRV-0386,Windows Server 2022,40.07,40.22,0.15,2025-06-01
SRV-0387,Windows Server 2022,49.4,53.89,4.49,2025-06-01
SRV-0388,Windows Server 2016,9.08,11.78,2.7,2025-06-01
